gpu,model,dataset,batch_size,step_time
NVIDIA T4G,resnet34,cifar10,64,0.0343
NVIDIA T4G,resnet34,cifar10,64,0.0349
NVIDIA T4G,resnet34,cifar10,64,0.0343
NVIDIA T4G,resnet34,cifar10,64,0.0347
NVIDIA T4G,resnet34,cifar10,64,0.0353
NVIDIA T4G,resnet34,cifar10,64,0.0348
NVIDIA T4G,resnet34,cifar10,64,0.0355
NVIDIA T4G,resnet34,cifar10,64,0.0349
NVIDIA T4G,resnet34,cifar10,64,0.0355
NVIDIA T4G,resnet34,cifar10,64,0.0349
NVIDIA T4G,resnet34,cifar10,64,0.0349
NVIDIA T4G,resnet34,cifar10,64,0.0349
NVIDIA T4G,resnet34,cifar10,64,0.0347
NVIDIA T4G,resnet34,cifar10,64,0.0348
NVIDIA T4G,resnet34,cifar10,64,0.0343
NVIDIA T4G,resnet34,cifar10,64,0.0346
NVIDIA T4G,resnet34,cifar10,64,0.0345
NVIDIA T4G,resnet34,cifar10,64,0.0343
NVIDIA T4G,resnet34,cifar10,64,0.0347
NVIDIA T4G,resnet34,cifar10,64,0.0344
NVIDIA T4G,resnet34,cifar10,64,0.0343
NVIDIA T4G,resnet34,cifar10,64,0.0347
NVIDIA T4G,resnet34,cifar10,64,0.0342
NVIDIA T4G,resnet34,cifar10,64,0.0346
NVIDIA T4G,resnet34,cifar10,64,0.0347
NVIDIA T4G,resnet34,cifar10,64,0.0347
NVIDIA T4G,resnet34,cifar10,64,0.0347
NVIDIA T4G,resnet34,cifar10,64,0.0342
NVIDIA T4G,resnet34,cifar10,64,0.0353
NVIDIA T4G,resnet34,cifar10,64,0.0350
NVIDIA T4G,resnet34,cifar10,64,0.0347
NVIDIA T4G,resnet34,cifar10,64,0.0351
NVIDIA T4G,resnet34,cifar10,64,0.0348
NVIDIA T4G,resnet34,cifar10,64,0.0349
NVIDIA T4G,resnet34,cifar10,64,0.0345
NVIDIA T4G,resnet34,cifar10,64,0.0343
NVIDIA T4G,resnet34,cifar10,64,0.0349
NVIDIA T4G,resnet34,cifar10,64,0.0348
NVIDIA T4G,resnet34,cifar10,64,0.0351
NVIDIA T4G,resnet34,cifar10,64,0.0348
NVIDIA T4G,resnet34,cifar10,64,0.0346
NVIDIA T4G,resnet34,cifar10,64,0.0353
NVIDIA T4G,resnet34,cifar10,64,0.0348
NVIDIA T4G,resnet34,cifar10,64,0.0354
NVIDIA T4G,resnet34,cifar10,64,0.0346
NVIDIA T4G,resnet34,cifar10,64,0.0351
NVIDIA T4G,resnet34,cifar10,64,0.0353
NVIDIA T4G,resnet34,cifar10,64,0.0349
NVIDIA T4G,resnet34,cifar10,64,0.0352
NVIDIA T4G,resnet34,cifar10,64,0.0342
NVIDIA T4G,resnet34,cifar10,64,0.0347
NVIDIA T4G,resnet34,cifar10,64,0.0347
NVIDIA T4G,resnet34,cifar10,64,0.0351
NVIDIA T4G,resnet34,cifar10,64,0.0352
NVIDIA T4G,resnet34,cifar10,64,0.0346
NVIDIA T4G,resnet34,cifar10,64,0.0352
NVIDIA T4G,resnet34,cifar10,64,0.0348
NVIDIA T4G,resnet34,cifar10,64,0.0352
NVIDIA T4G,resnet34,cifar10,64,0.0352
NVIDIA T4G,resnet34,cifar10,64,0.0355
NVIDIA T4G,resnet34,cifar10,64,0.0349
NVIDIA T4G,resnet34,cifar10,64,0.0347
NVIDIA T4G,resnet34,cifar10,64,0.0351
NVIDIA T4G,resnet34,cifar10,64,0.0345
NVIDIA T4G,resnet34,cifar10,64,0.0347
NVIDIA T4G,resnet34,cifar10,64,0.0346
NVIDIA T4G,resnet34,cifar10,64,0.0342
NVIDIA T4G,resnet34,cifar10,64,0.0346
NVIDIA T4G,resnet34,cifar10,64,0.0344
NVIDIA T4G,resnet34,cifar10,64,0.0343
NVIDIA T4G,resnet34,cifar10,64,0.0346
NVIDIA T4G,resnet34,cifar10,64,0.0341
NVIDIA T4G,resnet34,cifar10,64,0.0346
NVIDIA T4G,resnet34,cifar10,64,0.0346
NVIDIA T4G,resnet34,cifar10,64,0.0342
NVIDIA T4G,resnet34,cifar10,64,0.0352
NVIDIA T4G,resnet34,cifar10,64,0.0343
NVIDIA T4G,resnet34,cifar10,64,0.0343
NVIDIA T4G,resnet34,cifar10,64,0.0346
NVIDIA T4G,resnet34,cifar10,64,0.0341
NVIDIA T4G,resnet34,cifar10,64,0.0345
NVIDIA T4G,resnet34,cifar10,64,0.0343
NVIDIA T4G,resnet34,cifar10,64,0.0342
NVIDIA T4G,resnet34,cifar10,64,0.0347
NVIDIA T4G,resnet34,cifar10,64,0.0344
NVIDIA T4G,resnet34,cifar10,64,0.0342
NVIDIA T4G,resnet34,cifar10,64,0.0351
NVIDIA T4G,resnet34,cifar10,64,0.0347
NVIDIA T4G,resnet34,cifar10,64,0.0350
NVIDIA T4G,resnet34,cifar10,64,0.0346
NVIDIA T4G,resnet34,cifar10,64,0.0346
NVIDIA T4G,resnet34,cifar10,64,0.0347
NVIDIA T4G,resnet34,cifar10,64,0.0345
NVIDIA T4G,resnet34,cifar10,64,0.0346
NVIDIA T4G,resnet34,cifar10,64,0.0345
NVIDIA T4G,resnet34,cifar10,64,0.0340
NVIDIA T4G,resnet34,cifar10,64,0.0346
NVIDIA T4G,resnet34,cifar10,64,0.0343
NVIDIA T4G,resnet34,cifar10,64,0.0341
NVIDIA T4G,resnet34,cifar10,64,0.0343
NVIDIA T4G,resnet34,cifar10,64,0.0342
NVIDIA T4G,resnet34,cifar10,64,0.0345
NVIDIA T4G,resnet34,cifar10,64,0.0348
NVIDIA T4G,resnet34,cifar10,64,0.0345
NVIDIA T4G,resnet34,cifar10,64,0.0344
NVIDIA T4G,resnet34,cifar10,64,0.0343
NVIDIA T4G,resnet34,cifar10,64,0.0341
NVIDIA T4G,resnet34,cifar10,64,0.0343
NVIDIA T4G,resnet34,cifar10,64,0.0342
NVIDIA T4G,resnet34,cifar10,64,0.0339
NVIDIA T4G,resnet34,cifar10,64,0.0349
NVIDIA T4G,resnet34,cifar10,64,0.0345
NVIDIA T4G,resnet34,cifar10,64,0.0338
NVIDIA T4G,resnet34,cifar10,64,0.0346
NVIDIA T4G,resnet34,cifar10,64,0.0345
NVIDIA T4G,resnet34,cifar10,64,0.0343
NVIDIA T4G,resnet34,cifar10,64,0.0347
NVIDIA T4G,resnet34,cifar10,64,0.0342
NVIDIA T4G,resnet34,cifar10,64,0.0340
NVIDIA T4G,resnet34,cifar10,64,0.0342
NVIDIA T4G,resnet34,cifar10,64,0.0342
NVIDIA T4G,resnet34,cifar10,64,0.0348
NVIDIA T4G,resnet34,cifar10,64,0.0352
NVIDIA T4G,resnet34,cifar10,64,0.0346
NVIDIA T4G,resnet34,cifar10,64,0.0349
NVIDIA T4G,resnet34,cifar10,64,0.0350
NVIDIA T4G,resnet34,cifar10,64,0.0347
NVIDIA T4G,resnet34,cifar10,64,0.0349
NVIDIA T4G,resnet34,cifar10,64,0.0346
NVIDIA T4G,resnet34,cifar10,64,0.0345
NVIDIA T4G,resnet34,cifar10,64,0.0346
NVIDIA T4G,resnet34,cifar10,64,0.0339
NVIDIA T4G,resnet34,cifar10,64,0.0343
NVIDIA T4G,resnet34,cifar10,64,0.0343
NVIDIA T4G,resnet34,cifar10,64,0.0339
NVIDIA T4G,resnet34,cifar10,64,0.0342
NVIDIA T4G,resnet34,cifar10,64,0.0347
NVIDIA T4G,resnet34,cifar10,64,0.0340
NVIDIA T4G,resnet34,cifar10,64,0.0341
NVIDIA T4G,resnet34,cifar10,64,0.0341
NVIDIA T4G,resnet34,cifar10,64,0.0339
NVIDIA T4G,resnet34,cifar10,64,0.0345
NVIDIA T4G,resnet34,cifar10,64,0.0346
NVIDIA T4G,resnet34,cifar10,64,0.0342
NVIDIA T4G,resnet34,cifar10,64,0.0343
NVIDIA T4G,resnet34,cifar10,64,0.0344
NVIDIA T4G,resnet34,cifar10,64,0.0338
NVIDIA T4G,resnet34,cifar10,64,0.0343
NVIDIA T4G,resnet34,cifar10,64,0.0342
NVIDIA T4G,resnet34,cifar10,64,0.0338
NVIDIA T4G,resnet34,cifar10,64,0.0349
NVIDIA T4G,resnet34,cifar10,64,0.0348
NVIDIA T4G,resnet34,cifar10,64,0.0345
NVIDIA T4G,resnet34,cifar10,64,0.0348
NVIDIA T4G,resnet34,cifar10,64,0.0347
NVIDIA T4G,resnet34,cifar10,64,0.0347
NVIDIA T4G,resnet34,cifar10,64,0.0347
NVIDIA T4G,resnet34,cifar10,64,0.0345
NVIDIA T4G,resnet34,cifar10,64,0.0349
NVIDIA T4G,resnet34,cifar10,64,0.0348
NVIDIA T4G,resnet34,cifar10,64,0.0346
NVIDIA T4G,resnet34,cifar10,64,0.0349
NVIDIA T4G,resnet34,cifar10,64,0.0346
NVIDIA T4G,resnet34,cifar10,64,0.0348
NVIDIA T4G,resnet34,cifar10,64,0.0349
NVIDIA T4G,resnet34,cifar10,64,0.0345
NVIDIA T4G,resnet34,cifar10,64,0.0344
NVIDIA T4G,resnet34,cifar10,64,0.0342
NVIDIA T4G,resnet34,cifar10,64,0.0339
NVIDIA T4G,resnet34,cifar10,64,0.0341
NVIDIA T4G,resnet34,cifar10,64,0.0342
NVIDIA T4G,resnet34,cifar10,64,0.0338
NVIDIA T4G,resnet34,cifar10,64,0.0341
NVIDIA T4G,resnet34,cifar10,64,0.0342
NVIDIA T4G,resnet34,cifar10,64,0.0338
NVIDIA T4G,resnet34,cifar10,64,0.0341
NVIDIA T4G,resnet34,cifar10,64,0.0341
NVIDIA T4G,resnet34,cifar10,64,0.0338
NVIDIA T4G,resnet34,cifar10,64,0.0341
NVIDIA T4G,resnet34,cifar10,64,0.0348
NVIDIA T4G,resnet34,cifar10,64,0.0345
NVIDIA T4G,resnet34,cifar10,64,0.0348
NVIDIA T4G,resnet34,cifar10,64,0.0351
NVIDIA T4G,resnet34,cifar10,64,0.0348
NVIDIA T4G,resnet34,cifar10,64,0.0349
NVIDIA T4G,resnet34,cifar10,64,0.0344
NVIDIA T4G,resnet34,cifar10,64,0.0347
NVIDIA T4G,resnet34,cifar10,64,0.0349
NVIDIA T4G,resnet34,cifar10,64,0.0340
NVIDIA T4G,resnet34,cifar10,64,0.0342
NVIDIA T4G,resnet34,cifar10,64,0.0342
NVIDIA T4G,resnet34,cifar10,64,0.0344
NVIDIA T4G,resnet34,cifar10,64,0.0344
NVIDIA T4G,resnet34,cifar10,64,0.0343
NVIDIA T4G,resnet34,cifar10,64,0.0346
NVIDIA T4G,resnet34,cifar10,64,0.0349
NVIDIA T4G,resnet34,cifar10,64,0.0346
NVIDIA T4G,resnet34,cifar10,64,0.0346
NVIDIA T4G,resnet34,cifar10,64,0.0351
NVIDIA T4G,resnet34,cifar10,64,0.0341
NVIDIA T4G,resnet34,cifar10,64,0.0345
NVIDIA T4G,resnet34,cifar10,64,0.0343
NVIDIA T4G,resnet34,cifar10,64,0.0342
NVIDIA T4G,resnet34,cifar10,64,0.0343
NVIDIA T4G,resnet34,cifar10,64,0.0342
NVIDIA T4G,resnet34,cifar10,64,0.0343
NVIDIA T4G,resnet34,cifar10,64,0.0348
NVIDIA T4G,resnet34,cifar10,64,0.0348
NVIDIA T4G,resnet34,cifar10,64,0.0345
NVIDIA T4G,resnet34,cifar10,64,0.0350
NVIDIA T4G,resnet34,cifar10,64,0.0342
NVIDIA T4G,resnet34,cifar10,64,0.0341
NVIDIA T4G,resnet34,cifar10,64,0.0342
NVIDIA T4G,resnet34,cifar10,64,0.0349
NVIDIA T4G,resnet34,cifar10,64,0.0348
NVIDIA T4G,resnet34,cifar10,64,0.0350
NVIDIA T4G,resnet34,cifar10,64,0.0348
NVIDIA T4G,resnet34,cifar10,64,0.0351
NVIDIA T4G,resnet34,cifar10,64,0.0345
NVIDIA T4G,resnet34,cifar10,64,0.0344
NVIDIA T4G,resnet34,cifar10,64,0.0350
NVIDIA T4G,resnet34,cifar10,64,0.0347
NVIDIA T4G,resnet34,cifar10,64,0.0349
NVIDIA T4G,resnet34,cifar10,64,0.0348
NVIDIA T4G,resnet34,cifar10,64,0.0346
NVIDIA T4G,resnet34,cifar10,64,0.0351
NVIDIA T4G,resnet34,cifar10,64,0.0348
NVIDIA T4G,resnet34,cifar10,64,0.0348
NVIDIA T4G,resnet34,cifar10,64,0.0347
NVIDIA T4G,resnet34,cifar10,64,0.0343
NVIDIA T4G,resnet34,cifar10,64,0.0346
NVIDIA T4G,resnet34,cifar10,64,0.0342
NVIDIA T4G,resnet34,cifar10,64,0.0339
NVIDIA T4G,resnet34,cifar10,64,0.0342
NVIDIA T4G,resnet34,cifar10,64,0.0343
NVIDIA T4G,resnet34,cifar10,64,0.0345
NVIDIA T4G,resnet34,cifar10,64,0.0349
NVIDIA T4G,resnet34,cifar10,64,0.0348
NVIDIA T4G,resnet34,cifar10,64,0.0345
NVIDIA T4G,resnet34,cifar10,64,0.0349
NVIDIA T4G,resnet34,cifar10,64,0.0348
NVIDIA T4G,resnet34,cifar10,64,0.0349
NVIDIA T4G,resnet34,cifar10,64,0.0348
NVIDIA T4G,resnet34,cifar10,64,0.0346
NVIDIA T4G,resnet34,cifar10,64,0.0346
NVIDIA T4G,resnet34,cifar10,64,0.0348
NVIDIA T4G,resnet34,cifar10,64,0.0348
NVIDIA T4G,resnet34,cifar10,64,0.0348
NVIDIA T4G,resnet34,cifar10,64,0.0344
NVIDIA T4G,resnet34,cifar10,64,0.0347
NVIDIA T4G,resnet34,cifar10,64,0.0344
NVIDIA T4G,resnet34,cifar10,64,0.0348
NVIDIA T4G,resnet34,cifar10,64,0.0352
NVIDIA T4G,resnet34,cifar10,64,0.0349
NVIDIA T4G,resnet34,cifar10,64,0.0349
NVIDIA T4G,resnet34,cifar10,64,0.0346
NVIDIA T4G,resnet34,cifar10,64,0.0342
NVIDIA T4G,resnet34,cifar10,64,0.0344
NVIDIA T4G,resnet34,cifar10,64,0.0342
NVIDIA T4G,resnet34,cifar10,64,0.0341
NVIDIA T4G,resnet34,cifar10,64,0.0344
NVIDIA T4G,resnet34,cifar10,64,0.0342
NVIDIA T4G,resnet34,cifar10,64,0.0340
NVIDIA T4G,resnet34,cifar10,64,0.0346
NVIDIA T4G,resnet34,cifar10,64,0.0342
NVIDIA T4G,resnet34,cifar10,64,0.0343
NVIDIA T4G,resnet34,cifar10,64,0.0349
NVIDIA T4G,resnet34,cifar10,64,0.0341
NVIDIA T4G,resnet34,cifar10,64,0.0346
NVIDIA T4G,resnet34,cifar10,64,0.0347
NVIDIA T4G,resnet34,cifar10,64,0.0346
NVIDIA T4G,resnet34,cifar10,64,0.0347
NVIDIA T4G,resnet34,cifar10,64,0.0345
NVIDIA T4G,resnet34,cifar10,64,0.0346
NVIDIA T4G,resnet34,cifar10,64,0.0347
NVIDIA T4G,resnet34,cifar10,64,0.0341
NVIDIA T4G,resnet34,cifar10,64,0.0347
NVIDIA T4G,resnet34,cifar10,64,0.0348
NVIDIA T4G,resnet34,cifar10,64,0.0344
NVIDIA T4G,resnet34,cifar10,64,0.0346
NVIDIA T4G,resnet34,cifar10,64,0.0350
NVIDIA T4G,resnet34,cifar10,64,0.0345
NVIDIA T4G,resnet34,cifar10,64,0.0343
NVIDIA T4G,resnet34,cifar10,64,0.0345
NVIDIA T4G,resnet34,cifar10,64,0.0340
NVIDIA T4G,resnet34,cifar10,64,0.0343
NVIDIA T4G,resnet34,cifar10,64,0.0343
NVIDIA T4G,resnet34,cifar10,64,0.0339
NVIDIA T4G,resnet34,cifar10,64,0.0342
NVIDIA T4G,resnet34,cifar10,64,0.0344
NVIDIA T4G,resnet34,cifar10,64,0.0339
NVIDIA T4G,resnet34,cifar10,64,0.0343
NVIDIA T4G,resnet34,cifar10,64,0.0342
NVIDIA T4G,resnet34,cifar10,64,0.0339
NVIDIA T4G,resnet34,cifar10,64,0.0344
NVIDIA T4G,resnet34,cifar10,64,0.0344
NVIDIA T4G,resnet34,cifar10,64,0.0340
NVIDIA T4G,resnet34,cifar10,64,0.0342
NVIDIA T4G,resnet34,cifar10,64,0.0345
NVIDIA T4G,resnet34,cifar10,64,0.0342
NVIDIA T4G,resnet34,cifar10,64,0.0344
NVIDIA T4G,resnet34,cifar10,64,0.0342
NVIDIA T4G,resnet34,cifar10,64,0.0342
NVIDIA T4G,resnet34,cifar10,64,0.0344
NVIDIA T4G,resnet34,cifar10,64,0.0341
NVIDIA T4G,resnet34,cifar10,64,0.0338
NVIDIA T4G,resnet34,cifar10,64,0.0340
NVIDIA T4G,resnet34,cifar10,64,0.0339
NVIDIA T4G,resnet34,cifar10,64,0.0337
NVIDIA T4G,resnet34,cifar10,64,0.0341
NVIDIA T4G,resnet34,cifar10,64,0.0340
NVIDIA T4G,resnet34,cifar10,64,0.0337
NVIDIA T4G,resnet34,cifar10,64,0.0340
NVIDIA T4G,resnet34,cifar10,64,0.0342
NVIDIA T4G,resnet34,cifar10,64,0.0338
NVIDIA T4G,resnet34,cifar10,64,0.0340
NVIDIA T4G,resnet34,cifar10,64,0.0342
NVIDIA T4G,resnet34,cifar10,64,0.0338
NVIDIA T4G,resnet34,cifar10,64,0.0339
NVIDIA T4G,resnet34,cifar10,64,0.0347
NVIDIA T4G,resnet34,cifar10,64,0.0339
NVIDIA T4G,resnet34,cifar10,64,0.0339
NVIDIA T4G,resnet34,cifar10,64,0.0341
NVIDIA T4G,resnet34,cifar10,64,0.0337
NVIDIA T4G,resnet34,cifar10,64,0.0338
NVIDIA T4G,resnet34,cifar10,64,0.0340
NVIDIA T4G,resnet34,cifar10,64,0.0340
NVIDIA T4G,resnet34,cifar10,64,0.0338
NVIDIA T4G,resnet34,cifar10,64,0.0346
NVIDIA T4G,resnet34,cifar10,64,0.0345
NVIDIA T4G,resnet34,cifar10,64,0.0342
NVIDIA T4G,resnet34,cifar10,64,0.0345
NVIDIA T4G,resnet34,cifar10,64,0.0342
NVIDIA T4G,resnet34,cifar10,64,0.0343
NVIDIA T4G,resnet34,cifar10,64,0.0347
NVIDIA T4G,resnet34,cifar10,64,0.0346
NVIDIA T4G,resnet34,cifar10,64,0.0346
NVIDIA T4G,resnet34,cifar10,64,0.0346
NVIDIA T4G,resnet34,cifar10,64,0.0344
NVIDIA T4G,resnet34,cifar10,64,0.0345
NVIDIA T4G,resnet34,cifar10,64,0.0344
NVIDIA T4G,resnet34,cifar10,64,0.0338
NVIDIA T4G,resnet34,cifar10,64,0.0342
NVIDIA T4G,resnet34,cifar10,64,0.0342
NVIDIA T4G,resnet34,cifar10,64,0.0339
NVIDIA T4G,resnet34,cifar10,64,0.0345
NVIDIA T4G,resnet34,cifar10,64,0.0344
NVIDIA T4G,resnet34,cifar10,64,0.0339
NVIDIA T4G,resnet34,cifar10,64,0.0343
NVIDIA T4G,resnet34,cifar10,64,0.0342
NVIDIA T4G,resnet34,cifar10,64,0.0338
NVIDIA T4G,resnet34,cifar10,64,0.0342
NVIDIA T4G,resnet34,cifar10,64,0.0341
NVIDIA T4G,resnet34,cifar10,64,0.0339
NVIDIA T4G,resnet34,cifar10,64,0.0347
NVIDIA T4G,resnet34,cifar10,64,0.0347
NVIDIA T4G,resnet34,cifar10,64,0.0338
NVIDIA T4G,resnet34,cifar10,64,0.0341
NVIDIA T4G,resnet34,cifar10,64,0.0342
NVIDIA T4G,resnet34,cifar10,64,0.0343
NVIDIA T4G,resnet34,cifar10,64,0.0341
NVIDIA T4G,resnet34,cifar10,64,0.0339
NVIDIA T4G,resnet34,cifar10,64,0.0337
NVIDIA T4G,resnet34,cifar10,64,0.0341
NVIDIA T4G,resnet34,cifar10,64,0.0341
NVIDIA T4G,resnet34,cifar10,64,0.0339
NVIDIA T4G,resnet34,cifar10,64,0.0340
NVIDIA T4G,resnet34,cifar10,64,0.0341
NVIDIA T4G,resnet34,cifar10,64,0.0337
NVIDIA T4G,resnet34,cifar10,64,0.0340
NVIDIA T4G,resnet34,cifar10,64,0.0341
NVIDIA T4G,resnet34,cifar10,64,0.0337
NVIDIA T4G,resnet34,cifar10,64,0.0340
NVIDIA T4G,resnet34,cifar10,64,0.0342
NVIDIA T4G,resnet34,cifar10,64,0.0338
NVIDIA T4G,resnet34,cifar10,64,0.0339
NVIDIA T4G,resnet34,cifar10,64,0.0342
NVIDIA T4G,resnet34,cifar10,64,0.0338
NVIDIA T4G,resnet34,cifar10,64,0.0338
NVIDIA T4G,resnet34,cifar10,64,0.0340
NVIDIA T4G,resnet34,cifar10,64,0.0338
NVIDIA T4G,resnet34,cifar10,64,0.0338
NVIDIA T4G,resnet34,cifar10,64,0.0340
NVIDIA T4G,resnet34,cifar10,64,0.0341
NVIDIA T4G,resnet34,cifar10,64,0.0337
NVIDIA T4G,resnet34,cifar10,64,0.0341
NVIDIA T4G,resnet34,cifar10,64,0.0341
NVIDIA T4G,resnet34,cifar10,64,0.0337
NVIDIA T4G,resnet34,cifar10,64,0.0339
NVIDIA T4G,resnet34,cifar10,64,0.0341
NVIDIA T4G,resnet34,cifar10,64,0.0339
NVIDIA T4G,resnet34,cifar10,64,0.0338
NVIDIA T4G,resnet34,cifar10,64,0.0345
NVIDIA T4G,resnet34,cifar10,64,0.0345
NVIDIA T4G,resnet34,cifar10,64,0.0339
NVIDIA T4G,resnet34,cifar10,64,0.0341
NVIDIA T4G,resnet34,cifar10,64,0.0341
NVIDIA T4G,resnet34,cifar10,64,0.0337
NVIDIA T4G,resnet34,cifar10,64,0.0339
NVIDIA T4G,resnet34,cifar10,64,0.0341
NVIDIA T4G,resnet34,cifar10,64,0.0339
NVIDIA T4G,resnet34,cifar10,64,0.0340
NVIDIA T4G,resnet34,cifar10,64,0.0341
NVIDIA T4G,resnet34,cifar10,64,0.0342
NVIDIA T4G,resnet34,cifar10,64,0.0338
NVIDIA T4G,resnet34,cifar10,64,0.0341
NVIDIA T4G,resnet34,cifar10,64,0.0343
NVIDIA T4G,resnet34,cifar10,64,0.0339
NVIDIA T4G,resnet34,cifar10,64,0.0340
NVIDIA T4G,resnet34,cifar10,64,0.0342
NVIDIA T4G,resnet34,cifar10,64,0.0338
NVIDIA T4G,resnet34,cifar10,64,0.0339
NVIDIA T4G,resnet34,cifar10,64,0.0341
NVIDIA T4G,resnet34,cifar10,64,0.0343
NVIDIA T4G,resnet34,cifar10,64,0.0345
NVIDIA T4G,resnet34,cifar10,64,0.0346
NVIDIA T4G,resnet34,cifar10,64,0.0350
NVIDIA T4G,resnet34,cifar10,64,0.0351
NVIDIA T4G,resnet34,cifar10,64,0.0347
NVIDIA T4G,resnet34,cifar10,64,0.0345
NVIDIA T4G,resnet34,cifar10,64,0.0346
NVIDIA T4G,resnet34,cifar10,64,0.0346
NVIDIA T4G,resnet34,cifar10,64,0.0345
NVIDIA T4G,resnet34,cifar10,64,0.0344
NVIDIA T4G,resnet34,cifar10,64,0.0341
NVIDIA T4G,resnet34,cifar10,64,0.0341
NVIDIA T4G,resnet34,cifar10,64,0.0344
NVIDIA T4G,resnet34,cifar10,64,0.0339
NVIDIA T4G,resnet34,cifar10,64,0.0340
NVIDIA T4G,resnet34,cifar10,64,0.0343
NVIDIA T4G,resnet34,cifar10,64,0.0339
NVIDIA T4G,resnet34,cifar10,64,0.0341
NVIDIA T4G,resnet34,cifar10,64,0.0349
NVIDIA T4G,resnet34,cifar10,64,0.0342
NVIDIA T4G,resnet34,cifar10,64,0.0340
NVIDIA T4G,resnet34,cifar10,64,0.0351
NVIDIA T4G,resnet34,cifar10,64,0.0349
NVIDIA T4G,resnet34,cifar10,64,0.0348
NVIDIA T4G,resnet34,cifar10,64,0.0348
NVIDIA T4G,resnet34,cifar10,64,0.0349
NVIDIA T4G,resnet34,cifar10,64,0.0352
NVIDIA T4G,resnet34,cifar10,64,0.0348
NVIDIA T4G,resnet34,cifar10,64,0.0348
NVIDIA T4G,resnet34,cifar10,64,0.0348
NVIDIA T4G,resnet34,cifar10,64,0.0347
NVIDIA T4G,resnet34,cifar10,64,0.0347
NVIDIA T4G,resnet34,cifar10,64,0.0346
NVIDIA T4G,resnet34,cifar10,64,0.0343
NVIDIA T4G,resnet34,cifar10,64,0.0343
NVIDIA T4G,resnet34,cifar10,64,0.0341
NVIDIA T4G,resnet34,cifar10,64,0.0341
NVIDIA T4G,resnet34,cifar10,64,0.0343
NVIDIA T4G,resnet34,cifar10,64,0.0345
NVIDIA T4G,resnet34,cifar10,64,0.0340
NVIDIA T4G,resnet34,cifar10,64,0.0343
NVIDIA T4G,resnet34,cifar10,64,0.0340
NVIDIA T4G,resnet34,cifar10,64,0.0339
NVIDIA T4G,resnet34,cifar10,64,0.0343
NVIDIA T4G,resnet34,cifar10,64,0.0341
NVIDIA T4G,resnet34,cifar10,64,0.0347
NVIDIA T4G,resnet34,cifar10,64,0.0350
NVIDIA T4G,resnet34,cifar10,64,0.0346
NVIDIA T4G,resnet34,cifar10,64,0.0346
NVIDIA T4G,resnet34,cifar10,64,0.0349
NVIDIA T4G,resnet34,cifar10,64,0.0340
NVIDIA T4G,resnet34,cifar10,64,0.0347
NVIDIA T4G,resnet34,cifar10,64,0.0346
NVIDIA T4G,resnet34,cifar10,64,0.0340
NVIDIA T4G,resnet34,cifar10,64,0.0342
NVIDIA T4G,resnet34,cifar10,64,0.0343
NVIDIA T4G,resnet34,cifar10,64,0.0345
NVIDIA T4G,resnet34,cifar10,64,0.0343
NVIDIA T4G,resnet34,cifar10,64,0.0343
NVIDIA T4G,resnet34,cifar10,64,0.0339
NVIDIA T4G,resnet34,cifar10,64,0.0343
NVIDIA T4G,resnet34,cifar10,64,0.0342
NVIDIA T4G,resnet34,cifar10,64,0.0339
NVIDIA T4G,resnet34,cifar10,64,0.0340
NVIDIA T4G,resnet34,cifar10,64,0.0342
NVIDIA T4G,resnet34,cifar10,64,0.0338
NVIDIA T4G,resnet34,cifar10,64,0.0341
NVIDIA T4G,resnet34,cifar10,64,0.0342
NVIDIA T4G,resnet34,cifar10,64,0.0338
NVIDIA T4G,resnet34,cifar10,64,0.0341
NVIDIA T4G,resnet34,cifar10,64,0.0343
NVIDIA T4G,resnet34,cifar10,64,0.0342
NVIDIA T4G,resnet34,cifar10,64,0.0344
NVIDIA T4G,resnet34,cifar10,64,0.0342
NVIDIA T4G,resnet34,cifar10,64,0.0343
NVIDIA T4G,resnet34,cifar10,64,0.0347
NVIDIA T4G,resnet34,cifar10,64,0.0348
NVIDIA T4G,resnet34,cifar10,64,0.0349
NVIDIA T4G,resnet34,cifar10,64,0.0351
NVIDIA T4G,resnet34,cifar10,64,0.0346
NVIDIA T4G,resnet34,cifar10,64,0.0351
NVIDIA T4G,resnet34,cifar10,64,0.0352
NVIDIA T4G,resnet34,cifar10,64,0.0347
NVIDIA T4G,resnet34,cifar10,64,0.0348
NVIDIA T4G,resnet34,cifar10,64,0.0348
NVIDIA T4G,resnet34,cifar10,64,0.0345
NVIDIA T4G,resnet34,cifar10,64,0.0349
NVIDIA T4G,resnet34,cifar10,64,0.0345
NVIDIA T4G,resnet34,cifar10,64,0.0342
NVIDIA T4G,resnet34,cifar10,64,0.0342
NVIDIA T4G,resnet34,cifar10,64,0.0341
NVIDIA T4G,resnet34,cifar10,64,0.0348
NVIDIA T4G,resnet34,cifar10,64,0.0348
NVIDIA T4G,resnet34,cifar10,64,0.0345
NVIDIA T4G,resnet34,cifar10,64,0.0350
NVIDIA T4G,resnet34,cifar10,64,0.0346
NVIDIA T4G,resnet34,cifar10,64,0.0342
NVIDIA T4G,resnet34,cifar10,64,0.0345
NVIDIA T4G,resnet34,cifar10,64,0.0342
NVIDIA T4G,resnet34,cifar10,64,0.0349
NVIDIA T4G,resnet34,cifar10,64,0.0349
NVIDIA T4G,resnet34,cifar10,64,0.0344
NVIDIA T4G,resnet34,cifar10,64,0.0347
