instance,model,model_size,storage,serialization_time,deserialization_time,to_gpu_time,from_gpu_time
g5.2xlarge,albert-xxlarge-v2,890424519,nfs,2.2816,1.6496,0.1641,0.0701
g5.2xlarge,albert-xxlarge-v2,890424519,nfs,2.2742,1.6636,0.1594,0.0709
g5.2xlarge,t5-small,242076894,nfs,0.7004,0.9660,0.0620,0.0282
g5.2xlarge,t5-small,242076894,nfs,0.7205,1.0501,0.0619,0.0281
g5.2xlarge,t5-small,242076894,nfs,0.7086,0.9685,0.0605,0.0282
g5.2xlarge,t5-small,242076894,nfs,0.6948,0.9681,0.0592,0.0281
g5.2xlarge,t5-small,242076894,nfs,0.7425,0.9624,0.0607,0.0282
g5.2xlarge,t5-base,891712870,nfs,2.2624,2.6478,0.1887,0.0877
g5.2xlarge,t5-base,891712870,nfs,2.2562,2.7054,0.1933,0.0876
g5.2xlarge,t5-base,891712870,nfs,2.2619,2.6634,0.1917,0.0874
g5.2xlarge,t5-base,891712870,nfs,2.3158,2.6677,0.1920,0.0877
g5.2xlarge,t5-base,891712870,nfs,2.3193,2.8152,0.1911,0.0877
g5.2xlarge,t5-large,2950868150,nfs,8.3807,7.3574,0.5783,0.2737
g5.2xlarge,t5-large,2950868150,nfs,8.6656,7.2619,0.5768,0.3315
g5.2xlarge,t5-large,2950868150,nfs,8.3351,7.4602,0.5802,0.8953
g5.2xlarge,t5-large,2950868150,nfs,8.4200,7.5093,0.5794,0.8992
g5.2xlarge,t5-large,2950868150,nfs,7.4721,7.2675,0.5719,0.2740
